Serial No,Quantity,Unit Price (USD),Date Ordered,Hospital Name,State,Equipment,Supplier,Supplier Country
1748,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
1749,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
1750,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
1751,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
1752,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
1753,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1754,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1755,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
1756,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
1757,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
1758,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1759,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
1760,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1761,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
1762,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
1763,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
1764,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
1765,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
1766,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
1767,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
1768,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
1769,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
1770,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
1771,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
1772,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
1773,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
1774,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1775,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
1776,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
1777,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
1778,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
1779,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
1780,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
1781,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
1782,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
1783,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
1784,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
1785,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
1786,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
1787,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
1788,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
1789,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
1790,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
1791,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1792,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
1793,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
1794,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
1795,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
1796,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
1797,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
1798,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
1799,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
1800,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
1801,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
1802,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
1803,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1804,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1805,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
1806,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
1807,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
1808,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1809,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
1810,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1811,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
1812,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
1813,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
1814,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
1815,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
1816,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
1817,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
1818,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
1819,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
1820,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
1821,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
1822,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
1823,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
1824,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1825,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
1826,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
1827,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
1828,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
1829,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
1830,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
1831,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
1832,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
1833,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
1834,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
1835,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
1836,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
1837,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
1838,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
1839,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
1840,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
1841,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1842,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
1843,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
1844,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
1845,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
1846,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
1847,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
1848,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
1849,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
1850,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
1851,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
1852,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
1853,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1854,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1855,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
1856,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
1857,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
1858,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1859,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
1860,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1861,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
1862,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
1863,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
1864,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
1865,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
1866,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
1867,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
1868,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
1869,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
1870,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
1871,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
1872,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
1873,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
1874,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1875,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
1876,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
1877,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
1878,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
1879,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
1880,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
1881,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
1882,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
1883,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
1884,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
1885,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
1886,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
1887,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
1888,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
1889,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
1890,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
1891,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1892,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
1893,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
1894,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
1895,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
1896,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
1897,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
1898,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
1899,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
1900,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
1901,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
1902,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
1903,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1904,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1905,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
1906,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
1907,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
1908,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1909,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
1910,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1911,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
1912,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
1913,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
1914,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
1915,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
1916,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
1917,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
1918,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
1919,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
1920,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
1921,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
1922,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
1923,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
1924,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1925,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
1926,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
1927,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
1928,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
1929,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
1930,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
1931,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
1932,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
1933,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
1934,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
1935,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
1936,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
1937,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
1938,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
1939,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
1940,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
1941,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1942,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
1943,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
1944,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
1945,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
1946,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
1947,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
1948,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
1949,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
1950,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
1951,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
1952,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
1953,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1954,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1955,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
1956,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
1957,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
1958,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
1959,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
1960,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1961,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
1962,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
1963,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
1964,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
1965,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
1966,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
1967,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
1968,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
1969,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
1970,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
1971,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
1972,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
1973,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
1974,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
1975,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
1976,10,450,2024-05-19,Central Hospital,Rivers,Ultrasound,HealthEquip Ltd.,UK
1977,7,200,2024-05-24,Metro Hospital,Abuja,X-Ray Machine,Radiant Suppliers,China
1978,25,280,2024-05-29,Hope Clinic,Kano,CT Scanner,TechHealth Inc.,Canada
1979,30,400,2024-06-03,Sunshine Hospital,Lagos,MRI Machine,MedTech Co.,USA
1980,15,170,2024-06-08,General Hospital,Enugu,Ultrasound,HealthEquip Ltd.,UK
1981,12,300,2024-06-13,State Medical Center,Oyo,CT Scanner,MedTech Co.,USA
1982,6,400,2024-06-18,Healing Hands Hospital,Rivers,MRI Machine,HealthEquip Ltd.,Canada
1983,8,250,2024-06-23,Metro Medical Center,Abuja,X-Ray Machine,TechHealth Inc.,UK
1984,14,150,2024-06-28,Central Clinic,Kaduna,Ultrasound,MedTech Co.,China
1985,25,220,2024-07-03,Community Hospital,Lagos,MRI Machine,MedTech Co.,USA
1986,18,600,2024-07-08,Sunshine Medical,Kano,CT Scanner,HealthEquip Ltd.,UK
1987,10,150,2024-07-13,Hope Hospital,Enugu,Ultrasound,Radiant Suppliers,China
1988,11,300,2024-07-18,City Medical Center,Oyo,X-Ray Machine,HealthEquip Ltd.,UK
1989,25,320,2024-07-23,State Hospital,Lagos,MRI Machine,Radiant Suppliers,China
1990,12,400,2024-07-28,General Hospital,Kaduna,CT Scanner,HealthEquip Ltd.,UK
1991,30,200,2024-08-02,Healing Touch Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
1992,15,150,2024-08-07,Metro Hospital,Abuja,Ultrasound,TechHealth Inc.,Canada
1993,20,350,2024-08-12,Central Hospital,Enugu,MRI Machine,MedTech Co.,USA
1994,5,450,2024-08-17,Sunshine Hospital,Lagos,CT Scanner,HealthEquip Ltd.,UK
1995,10,250,2024-08-22,Community Hospital,Abuja,Ultrasound,Radiant Suppliers,China
1996,14,150,2024-08-27,Hope Clinic,Kano,MRI Machine,TechHealth Inc.,Canada
1997,20,300,2024-09-01,Healing Hands Hospital,Lagos,Defibrillator,SoloSupplier Inc.,UK
1998,5,750,2024-09-06,City Hospital,Rivers,Ventilator,ExclusiveTech Ltd.,Germany
1999,10,400,2024-09-11,Metro Medical Center,Abuja,Surgical Table,HealthEquip Ltd.,UK
2000,12,200,2024-09-16,State Hospital,Oyo,MRI Machine,MedTech Co.,USA
2001,10,250,2024-01-15,General Hospital,Lagos,MRI Machine,MedTech Co.,USA
2002,5,200,2024-01-20,City Hospital,Abuja,MRI Machine,HealthEquip Ltd.,UK
2003,20,150,2024-01-25,Central Hospital,Rivers,X-Ray Machine,Radiant Suppliers,China
2004,15,300,2024-01-30,Sunshine Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
2005,8,500,2024-02-04,Community Hospital,Kaduna,Ultrasound,HealthEquip Ltd.,UK
2006,12,180,2024-02-09,Healing Hands Hospital,Enugu,X-Ray Machine,Radiant Suppliers,China
2007,25,220,2024-02-14,Hope Hospital,Kano,MRI Machine,MedTech Co.,USA
2008,30,320,2024-02-19,Unity Hospital,Lagos,CT Scanner,TechHealth Inc.,Canada
2009,10,550,2024-02-24,Metro Hospital,Abuja,Ultrasound,HealthEquip Ltd.,UK
2010,50,130,2024-02-29,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
2011,20,270,2024-03-05,City Medical Center,Lagos,MRI Machine,MedTech Co.,USA
2012,6,300,2024-03-10,General Hospital,Rivers,CT Scanner,TechHealth Inc.,Canada
2013,15,250,2024-03-15,Central Clinic,Ogun,Ultrasound,HealthEquip Ltd.,UK
2014,4,450,2024-03-20,Healing Touch Hospital,Enugu,MRI Machine,Radiant Suppliers,China
2015,25,180,2024-03-25,Sunshine Medical,Lagos,X-Ray Machine,MedTech Co.,USA
2016,18,600,2024-03-30,Hope Clinic,Kano,CT Scanner,HealthEquip Ltd.,UK
2017,14,150,2024-04-04,Metro Medical Center,Abuja,Ultrasound,TechHealth Inc.,Canada
2018,11,200,2024-04-09,State Medical Center,Oyo,MRI Machine,MedTech Co.,USA
2019,30,400,2024-04-14,General Clinic,Lagos,CT Scanner,HealthEquip Ltd.,UK
2020,10,150,2024-04-19,City Hospital,Rivers,Ultrasound,TechHealth Inc.,Canada
2021,12,350,2024-04-24,Hope Hospital,Abuja,MRI Machine,Radiant Suppliers,China
2022,10,450,2024-04-29,Healing Hands Hospital,Enugu,X-Ray Machine,HealthEquip Ltd.,UK
2023,5,600,2024-05-04,Central Hospital,Kaduna,Ultrasound,MedTech Co.,USA
2024,20,120,2024-05-09,State Hospital,Oyo,X-Ray Machine,Radiant Suppliers,China
2025,15,330,2024-05-14,City Medical Center,Lagos,MRI Machine,TechHealth Inc.,Canada
